Nombre,Institucion.Evento,Ciudad,Lugar,Formato,Fecha,anio,Tipo,Cantidad,Rol,Links,title_clean
"rOpenSci News Digest, March 2023",,,,,2023-03-17,2023,Other,,Other,https://ropensci.org/blog/2023/03/17/ropensci-news-digest-march-2023/,
"rOpenSci News Digest, February 2023",,,,,2023-02-17,2023,Other,,Other,https://ropensci.org/blog/2023/02/17/ropensci-news-digest-february-2023/,
"rOpenSci News Digest, January 2023",,,,,2023-01-20,2023,Other,,Other,https://ropensci.org/blog/2023/01/20/ropensci-news-digest-january-2023/,
Community Call Multilingual Publishing,,,,,2023-11-21,2023,Event Organization,,Organizer,https://ropensci.org/commcalls/nov2023-multilingual/,
Community Call - Proyecto Multilingüe,,,,,2023-11-23,2023,Event Organization,,Organizer,https://ropensci.org/commcalls/nov2023-multilenguaje/,
"Dinosaurs, Pirates, Spaceships - Embedded Podcast",,,,,2023-12-01,2023,Video/Podcast,,Participant,https://embedded.fm/episodes/465,
rOpenSci: Ciencia abierta con R,,,,,2023-11-24,2023,Talk,,Speaker,https://youtu.be/iFf6v4SZvR0,
R-Ladies Project Lead,,,,,2023-12-31,2023,Other,,Other,https://rladies.org/,
Member The Carpentries Executive Council and Board of Directors,,,,,2023-12-01,2023,Other,,Other,https://carpentries.org/,
"Member R Consortium Infrastructure Steering Committee,",,,,,2023-12-01,2023,Other,,Other,https://www.r-consortium.org/about/governance,
Research Software Camp Steering Committee,,,,Online,2023-12-01,2023,Other,,Other,https://www.software.ac.uk/training/research-software-camps,
he Carpentries Community Discussion Session: Carpentries Conversation with the Executive Council,,,,,2023-06-14,2023,Talk,,Speaker,"https://pad.carpentries.org/community-discussions,%20https://carpentries.zoom.us/my/carpentriesroom2",
Desde las hojas de cálculo a R,,,,,2023-06-28,2023,Event Organization,,Organizer,https://www.eventbrite.co.uk/e/desde-las-hojas-de-calculo-a-r-tickets-628425626967?aff=oddtdtcreator,
Notebooks Now! Steering Committee,,,,,2023-12-01,2023,Other,,Other,https://data.agu.org/notebooks-now/,
LatinR Conference 2024,,,,Online,2024-11-20,2024,Event Organization,,Organizer,https://latinr.org/,
"Contests ""Tell with Data""",,,,,2024-11-25,2024,Hackathon,,Participant,https://udesa.edu.ar/contarcondatos,
rOpenSci Champions Program. Mentorship Training and Orientation,,,,,2024-02-15,2024,Talk,,Speaker,https://ropensci.org/events/2024-02-15-mentor-orientation/,
"Beautiful code, because we’re worth it!",,,,,2024-02-15,2024,Event Organization,,Organizer,https://ropensci.org/events/2024-02-15-stylish-code/,
Package Development: Not Rocket Science (champions training),,,,,2024-03-07,2024,Event Organization,,Organizer,https://ropensci.org/events/2024-04-01-pkg-dev-not-rocket-science-champions/,
Package Development: the Mechanics,,,,,2024-03-01,2024,Event Organization,,Organizer,https://ropensci.org/events/2024-03-01-pkg-dev-mechanics-champions/,
Using GitHub Copilot with R,,,,,2024-12-10,2024,Talk,,Speaker,https://rladiesrome.quarto.pub/,
rOpenSci and Open Source for reproducible science,,,,,2024-12-05,2024,Talk,,Speaker,https://biopackathon.connpass.com/event/332275/,
The Carpentries Advisory Committee,,,,,2024-01-01,2024,Other,,Other,https://carpentries.org/about-us/governance/,
The Carpentries Board of Directors,,,,Online,2024-01-01,2024,Other,,Other,https://carpentries.org/about-us/governance/,
R-Ladies Board of Director/Leadership Team,,,,,2024-01-01,2024,Other,,Other,https://rladies.org/about-us/global-team/,
El rol del software de investigación a lo largo del ciclo de vida investigativo,,,,,2025-08-20,2025,Talk,,Speaker,https://yabellini.netlify.app/talk/2025_resa_ropensci/,
NumFOCUS’ DISC Unconf,,,,,2025-03-14,2025,Hackathon,,Participant,https://numfocus.github.io/disc-unconference-2025/,
Learning from Each Other’s Journeys: Case Studies from Open Initiatives,,,,,2025-07-31,2025,Talk,,Speaker,https://yabellini.netlify.app/talk/2025_theturingway/,
Desarrollando paquetes de R con la ayuda de rOpenSci,,,,Online,2025-04-23,2025,Talk,,Speaker,https://yabellini.netlify.app/talk/2025_r-ladies_ropensci/,
Trying to deal with LLMs to Teach Tech Skills,,,,,2025-05-20,2025,Talk,,Speaker,https://yabellini.netlify.app/talk/2025_thecarpentries_llm/,
Advancing Research with openScience and Collaborative Communitties,,,,Online,2025-01-31,2025,Talk,,Speaker,https://yabellini.netlify.app/talk/2025_brandon_university/,
"Keynote: Teaching Tech Together: What’s Worked, What Hasn’t, and What’s Next",,,,Online,2025-01-08,2025,Talk,,Speaker,https://yabellini.netlify.app/talk/2025_edinburgh_winter_school/,
Keynote: The stories behind your community numbers,,,,,2024-11-12,2024,Talk,,Speaker,https://ropensci.org/events/carpentryconnect-2024/,
"Understanding Quarto Documents: Types, Formatting, and Creation",,,,Online,2025-04-26,2025,Talk,,Speaker,https://yabellini.netlify.app/talk/2025_unilorin_rug/,
"Keynote: We R Together. How to learn, use and improve a programming language as a community.",,,,,2025-08-08,2025,Talk,,Speaker,https://yabellini.netlify.app/talk/2025_user2025/,
LatinR 2025 - Latinamerican Conference About the Use of R in R&D,,,,Online,2025-12-01,2025,Event Organization,,Organizer,https://latinr.org/en/,
Coworking Mini-Hackathon for First-Time Contributors!,,,,,2025-02-04,2025,Hackathon,,Participant,https://ropensci.org/events/coworking-2025-02/,
Coworking Mini-Hackathon for First-Time Contributors!,,,,,2025-03-04,2025,Hackathon,,Participant,https://ropensci.org/events/coworking-2025-03/,
Replications Project Advisory Board,,,,,2025-05-23,2025,Other,,Other,https://forrt.org/,
Social Coworking and Office Hours - Improving accessibility in your work (rOpenSci),,,,,2025-09-02,2025,Event Organization,,Organizer,https://ropensci.org/events/coworking-2025-09/,
"Profesora Curso ""Programación  II"" ' Universidad Austral",,,,,2025-08-01,2025,Other,,Other,https://intro-programacion.netlify.app/,
Desarrollar Software en Comunidad,,,,,2025-08-27,2025,Talk,,Speaker,https://paocorrales.github.io/git-desarrollo-software/,
Desarrollo de paquetes para principiantes,,,,,2025-09-16,2025,Event Organization,,Organizer,https://desarrollo-paquetes-basico-2025.netlify.app/session-1/slides/#/,
Desarrollo de paquetes para principiantes: Testeo!,,,,,2025-09-23,2025,Event Organization,,Organizer,https://desarrollo-paquetes-basico-2025.netlify.app/session-2/slides/#/,
Desarrollo de Paquetes para principiantes: documentacion,,,,,2025-09-30,2025,Event Organization,,Organizer,https://desarrollo-paquetes-basico-2025.netlify.app/session-3/slides/#/,
"¡Código hermoso, porque lo valemos!",,,,,2025-09-02,2025,Event Organization,,Organizer,https://codigo-hermoso.netlify.app/#/,
Intro: Desarrollando software en comunidad con git y GitHub,,,,,2025-08-20,2025,Event Organization,,Organizer,https://paocorrales.github.io/git-desarrollo-software/,
Cómo contribuir a proyectos y comunidades abiertas,,,,,2025-10-29,2025,Talk,,Speaker,https://yabellini.github.io/osscontribuir/#/title-slide,
Graceful Internet Packages,,,,Online,2025-11-06,2025,Event Organization,,Organizer,https://ropensci.org/commcalls/graceful-internet-packages/,
"¡Miércoles, Git! Manejo de errores en Git y no morir en el intento",,,,,2025-12-02,2025,Event Organization,,Organizer,https://www.eventbrite.cl/e/miercoles-git-manejo-de-errores-en-git-y-no-morir-en-el-intento-tickets-1937068908249?aff=oddtdtcreator,
¿Qué historia vas a contar hoy? Herramientas para una comunicación eficaz.,,,,,2025-12-02,2025,Event Organization,,Organizer,https://www.eventbrite.cl/e/que-historia-vas-a-contar-hoy-herramientas-para-una-comunicacion-eficaz-tickets-1891497192019?aff=oddtdtcreator,
LLMs en tu PC: Inteligencia Artificial Generativa en forma local.,,,,,2025-12-01,2025,Event Organization,,Organizer,https://www.eventbrite.cl/e/llms-en-tu-pc-inteligencia-artificial-generativa-en-forma-local-tickets-1953038152689?aff=oddtdtcreator,
Automatización de workflows en R y Python con targets y snakemake,,,,,2025-12-02,2025,Event Organization,,Organizer,https://www.eventbrite.cl/e/automatizacion-de-workflows-en-r-y-python-con-targets-y-snakemake-tickets-1936131664929?aff=oddtdtcreator,
Crea tus propios inputs y outputs en Shiny,,,,,2025-12-01,2025,Event Organization,,Organizer,https://www.eventbrite.cl/e/crea-tus-propios-inputs-y-outputs-en-shiny-tickets-1955947434429?aff=oddtdtcreator,
Forecasting with regression models,,,,,2025-12-01,2025,Event Organization,,Organizer,https://www.eventbrite.cl/e/forecasting-with-regression-models-tickets-1955640717029?aff=oddtdtcreator,
Intro a Positron,,,,,2025-12-01,2025,Event Organization,,Organizer,https://www.eventbrite.cl/e/intro-a-positron-tickets-1964484827000?aff=oddtdtcreator,
Introdución a Tidymodels,,,,,2025-12-01,2025,Event Organization,,Organizer,https://www.eventbrite.com.ar/e/1962543491413?aff=oddtdtcreator,
R-multiverse: a new way to publish R packages,,,,,2025-09-29,2025,Event Organization,,Organizer,https://ropensci.org/commcalls/r-multiverse/,
Tableros con Quarto Dashboards y Crosswalk,,,,,2025-12-01,2025,Event Organization,,Organizer,https://www.eventbrite.com.ar/e/1955757476259?aff=oddtdtcreator,
Análisis y visualización de datos funcionales en R,,,,,2025-12-02,2025,Event Organization,,Organizer,https://www.eventbrite.com.ar/e/1962639693155?aff=oddtdtcreator,
Análisis cualitativo para grandes volúmenes de texto con LLMs,,,,,2025-12-02,2025,Event Organization,,Organizer,https://www.eventbrite.com.ar/e/analisis-cualitativo-para-grandes-volumenes-de-texto-con-llms-tickets-1962623150676?aff=oddtdtcreator,
Coworking Mini-Hackathon for First-Time Contributors,,,,Online,2025-02-04,2025,Hackathon,,Participant,https://ropensci.org/events/coworking-2025-02/,
Coding with AI in RStudio,,,,,2025-12-02,2025,Event Organization,,Organizer,https://www.eventbrite.com.ar/e/1962817615325?aff=oddtdtcreator,
Coworking Mini-Hackathon for First-Time Contributors,,,,,2025-03-04,2025,Hackathon,,Participant,https://ropensci.org/events/coworking-2025-03/,
Desde hojas de calculo a R - Encuentro 1,,,,,2025-06-18,2025,Talk,,Speaker,https://www.meetup.com/rladies-santa-rosa/events/308228742/,
Desde hojas de calculo a R - Encuentro 2,,,,,2025-06-25,2025,Talk,,Speaker,https://www.meetup.com/rladies-santa-rosa/events/308229006/,
"¡Miércoles, Git! Manejo de errores en Git y no morir en el intento",,,,Online,2025-10-24,2025,Event Organization,,Organizer,https://www.meetup.com/rladies-santa-rosa/events/308395195/,
Member Infrastructure Steering Committee R Consortium,,,,,2025-10-11,2025,Other,,Other,https://r-consortium.org/about/governance.html#infrastructure-steering-committee,
Big Team Collaboration on Data Management and Analysis with rOpenSci,,,,,2025-10-06,2025,Talk,,Speaker,https://ropensci.org/events/csidnetwork-2025/,
Connecting with the Larger Open Science Community,,,,,2025-11-13,2025,Talk,,Speaker,https://www.notion.so/Connecting-with-the-Larger-Open-Science-Community-25530b623ec8804ab5a3c1710b92c24e,
